cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
09823654000190;SIM;7/8/2008;ELEICAO 2008 LUIZ CARLOS SILVERIO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA DOMINGOS ACORINTE;37800000;AGENOR DE LIMA;GUAXUPE;MG;BAIXADA;PRIVADO
42095760000170;SIM;11/20/1992;MARIA JOSE DE SOUZA ESTRELA ME;2135;EMPRESARIO INDIVIDUAL;PRACA ESPERANCA;42700000;ITINGA;LAURO DE FREITAS;BA;BAIXADA;PRIVADO
49122740000190;SIM;3/14/1978;NOEMIA BERNARDES PACHECO LEITE;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR J MEIRELLES DA ROCHA;16600000;CENTRO;PIRAJUI;SP;BAIXADA;PRIVADO
02269748000110;SIM;12/1/1997;ITAMOL ITA MOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VINTE E TRES;89760000;CENTRO;ITA;SC;BAIXADA;PRIVADO
58112913000180;SIM;11/4/1987;ECA CONSULTORIA E SISTEMAS LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA CROATA;05056020;VILA IPOJUCA;SAO PAULO;SP;BAIXADA;PRIVADO
04983888000180;SIM;11/16/1983;ANTONIO DOS SANTOS CARNEIRO;2135;EMPRESARIO INDIVIDUAL;PASSEIO SAO SEBASTIAO;66630505;BATISTA CAMPOS;BELEM;PA;BAIXADA;PRIVADO
75260638000160;SIM;11/3/1971;PANOR PARANAENSE DE TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA COLOMBO;87045000;VILA NOVA;MARINGA;PR;BAIXADA;PRIVADO
04139566000150;SIM;10/27/2000;L R J CONSULTORIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RUI PORTO;05109180;CHACARA SAO JOAO;SAO PAULO;SP;BAIXADA;PRIVADO
10149655000180;SIM;7/15/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PE PTC;3999;ASSOCIACAO PRIVADA;RUA DUQUE DE CAXIAS;55200000;CENTRO;PESQUEIRA;PE;BAIXADA;PRIVADO
15929327000110;SIM;7/5/2012;ELEICAO 2012 COMITE FINANCEIRO RN PARA VEREADOR PTB TENENTE LAURENTINO CRUZ;3999;ASSOCIACAO PRIVADA;AVENIDA FRANCISCO AMARAL;59338000;CENTRO;TENENTE LAURENTINO CRUZ;RN;BAIXADA;PRIVADO
13974953000100;SIM;7/20/2011;ROSENILDE DE ARAUJO BARROS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA INDAIA OESTE;75828000;CENTRO;CHAPADAO DO CEU;GO;ATIVA;PRIVADO
07197210000160;SIM;2/3/2005;M A F DA COSTA INSTITUTO DE ENSINO;2135;EMPRESARIO INDIVIDUAL;RUA 177;69098080;CIDADE NOVA III;MANAUS;AM;ATIVA;PRIVADO
05509628000130;SIM;2/12/2003;ROMAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO SORONGO;60416000;JARDIM AMERICA;FORTALEZA;CE;ATIVA;PRIVADO
00680467000120;SIM;7/4/1995;M & P COMERCIO TELEMARKINT SERV DE COMUNICACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA XAVIER DE MAGALHAES;04844120;JARDIM MARACA;SAO PAULO;SP;ATIVA;PRIVADO
15905347000150;SIM;7/4/2012;ELEICAO 2012 CLAIRCE RHEINHEIMER VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;ACESSO LINHA DIVISA;89745000;INTERIOR;PRESIDENTE CASTELO BRANCO;SC;BAIXADA;PRIVADO
15930897000120;SIM;7/5/2012;ELEICAO 2012 AGRINALDO GOMES FERREIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA ITANHOMI;35300162;SANTA CRUZ;CARATINGA;MG;BAIXADA;PRIVADO
00445845000190;SIM;2/21/1995;CORESCHI DISTRIBUIDORA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LAURO LINHARES;88036001;TRINDADE;FLORIANOPOLIS;SC;BAIXADA;PRIVADO
16969812000180;SIM;10/8/2012;MARIA APARECIDA DE BARROS MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO DE ABREU;06653275;PARQUE ITAMARATI;ITAPEVI;SP;ATIVA;PRIVADO
16985163000100;SIM;9/10/2012;GRX CONSULTORIA EM TECNOLOGIA DA INFORMACAO EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA PARINTINS;80320270;VILA IZABEL;CURITIBA;PR;ATIVA;PRIVADO
13183014000130;SIM;2/1/2011;ILZANA DOS SANTOS LANDIM MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA PERIMETRAL NORTE;68138000;CENTRO;PLACAS;PA;ATIVA;PRIVADO
01428294000110;SIM;9/10/1996;J R DEPOSITO DE GAZ LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CUSTODIO CANDIDO CARNEIRO;13348263;JARDIM MORADA DO SOL;INDAIATUBA;SP;ATIVA;PRIVADO
13070960000170;SIM;1/5/2011;ANT INDUSTRIA DE MOLDES EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RAMAL ALCIDES GIANI;95058058;SAO CRISTOVAO;CAXIAS DO SUL;RS;ATIVA;PRIVADO
07788560000100;SIM;12/27/2005;CLARICE MARSHALL ME;2135;EMPRESARIO INDIVIDUAL;RUA LUIZ DE CAMOES;90620150;SANTO ANTONIO;PORTO ALEGRE;RS;ATIVA;PRIVADO
12045932000130;SIM;6/7/2010;CHARLIE TAVARES DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA BENVINDA DA CRUZ;34000339;ROSARIO;NOVA LIMA;MG;ATIVA;PRIVADO
15878930000110;SIM;7/4/2012;ELEICAO 2012 MARIA MODESTO DE OLIVEIRA VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA PEDRO II NORTE;65320000;CENTRO;VITORINO FREIRE;MA;BAIXADA;PRIVADO
12970142000160;SIM;12/6/2010;ORIZOMAR PEREIRA MACARIO MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARIO MACHADO;78117436;CRISTO REI;VARZEA GRANDE;MT;ATIVA;PRIVADO
15384526000190;SIM;4/18/2012;ANA LUCIA CARVALHO DOS REIS MEI;2135;EMPRESARIO INDIVIDUAL;RUA VITORIA;45607045;SAO CAETANO;ITABUNA;BA;BAIXADA;PRIVADO
15349307000170;SIM;4/11/2012;CAPRICCI COMERCIO IMPORTACAO E EXPORTACAO DE SEMIJOIAS EIRELI;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;TRAVESSA LEOPOLDINO CASTRO DE MATTOS;92010070;CENTRO;CANOAS;RS;ATIVA;PRIVADO
15358479000100;SIM;4/13/2012;CLODOALDO FERREIRA DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA MANOEL DA COSTA C DE SOUZA;15870000;CENTRO;CATIGUA;SP;ATIVA;PRIVADO
15522693000150;SIM;5/14/2012;CRISTIANO MONTEIRO DE BARROS MEI;2135;EMPRESARIO INDIVIDUAL;RUA CLEMENTINO FERNANDES DE MOURA;55192400;NOVO;SANTA CRUZ DO CAPIBARIBE;PE;ATIVA;PRIVADO
15349967000150;SIM;4/11/2012;HELIO SUSARTE DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VESPERAS SICILIANAS;04844510;JARDIM SAO BERNARDO;SAO PAULO;SP;ATIVA;PRIVADO
15864196000130;SIM;6/28/2012;THOMAS CAMARGO SORGIACOMO ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO GOMIDE;04071070;PLANALTO PAULISTA;SAO PAULO;SP;ATIVA;PRIVADO
15995295000150;SIM;7/5/2012;ELEICAO 2012 MARCELO CRISOSTOMO DO NASCIMENTO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;AVENIDA CORUMBIARA;76995000;DISTRITO DE ALTO GUARAJUS;CORUMBIARA;RO;BAIXADA;PRIVADO
15989019000180;SIM;7/5/2012;JUAREZ DE JESUS MONTEIRO MEI;2135;EMPRESARIO INDIVIDUAL;RUA SANTA MARIA;95560000;SAO JORGE;TORRES;RS;ATIVA;PRIVADO
13738087000140;SIM;6/1/2011;JUNIOR ANTONIO DALPUPO MEI;2135;EMPRESARIO INDIVIDUAL;RUA BENJAMIN CONSTANT;89835000;CENTRO;SAO DOMINGOS;SC;BAIXADA;PRIVADO
15837268000150;SIM;7/3/2012;FERNANDO CAMERA FREITAS MASCARENHAS MEI;2135;EMPRESARIO INDIVIDUAL;RUA GUADALAJARA;40140461;BARRA;SALVADOR;BA;ATIVA;PRIVADO
14719506000160;SIM;11/8/2011;I A V MOREIRA RESTAURANTE ME;2135;EMPRESARIO INDIVIDUAL;RUA RENATO KATSUYA SATO;08161360;PARQUE CRUZEIRO DO SUL;SAO PAULO;SP;ATIVA;PRIVADO
13865115000190;SIM;6/28/2011;EMIVAL SALES DE SOUSA MEI;2135;EMPRESARIO INDIVIDUAL;RUA PAULO OLIVEIRA;68560000;BEL RECANTO;SANTANA DO ARAGUAIA;PA;ATIVA;PRIVADO
11481621000150;SIM;1/11/2010;LEMAX ENGENHEIROS CONSULTORES LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA DOS EXPEDICIONARIOS;35490000;CENTRO;ENTRE RIOS DE MINAS;MG;ATIVA;PRIVADO
15151710000190;SIM;3/7/2012;DIANA VERA DE SOUZA RIBEIRO MEI;2135;EMPRESARIO INDIVIDUAL;RUA SEBASTIAO DOS ANJOS;78115210;ALAMEDA;VARZEA GRANDE;MT;ATIVA;PRIVADO
02610454000100;SIM;7/28/1982;OBRAS SOCIAIS NOSSA SENHORA MEDIANEIRA OSNSM;3999;ASSOCIACAO PRIVADA;RUA JOAO GOMES;30270390;SANTA EFIGENIA;BELO HORIZONTE;MG;ATIVA;PRIVADO
01396045000190;SIM;8/22/1996;WANDERLEI TEIJI HAYASHI ME;2135;EMPRESARIO INDIVIDUAL;RUA DAS HORTENCIAS;09175500;JARDIM DO ESTADIO;SANTO ANDRE;SP;BAIXADA;PRIVADO
00890545000110;SIM;10/23/1995;RECANTO DE BELEZA DO RETIRO PERFUMARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ANTONIO DE ALMEIDA;27275040;RETIRO;VOLTA REDONDA;RJ;BAIXADA;PRIVADO
01985090000180;SIM;7/10/1997;CAIXA ESCOLAR RUI PALMEIRA;3999;ASSOCIACAO PRIVADA;RUA CORONEL LUCENA;57525000;LUIZ G DE CARVALHO;OURO BRANCO;AL;ATIVA;PRIVADO
13757256000190;SIM;6/6/2011;JOSE CARLOS LIMA BARBOSA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JUSCELINO KUBITSCHEK DE OLIVEIRA;29180264;CIDADE NOVA DA SERRA;SERRA;ES;ATIVA;PRIVADO
03313395000170;SIM;7/27/1999;KOBBI PRODUCOES FOTOGRAFICAS E COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HEITOR DE MORAIS;01237000;PACAEMBU;SAO PAULO;SP;ATIVA;PRIVADO
10919155000180;SIM;6/5/2009;INOVE PRESENTES COORPERATIVOS EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MAZEL;06708235;PARQUE SAO GEORGE;COTIA;SP;ATIVA;PRIVADO
15663691000180;SIM;6/5/2012;ANDRE LUIZ FIRMINO LEONARDO MEI;2135;EMPRESARIO INDIVIDUAL;RUA SOTER DE ARAUJO;21832010;SENADOR CAMARA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
16026401000150;SIM;7/5/2012;ELEICAO 2012 DIRCEU RAMOS MANTOVANI VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA NILO PECANHA;86600000;CENTRO;ROLANDIA;PR;BAIXADA;PRIVADO
14841053000140;SIM;1/6/2012;CAMILA CARVALHO SOUTO DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA SAO JORGE;11717270;NOVA MIRIM;PRAIA GRANDE;SP;ATIVA;PRIVADO
01214564000190;SIM;5/20/1996;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PEDACINHO DO CEU LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRANCO DA ROCHA;14030470;VILA VIRGINIA;RIBEIRAO PRETO;SP;ATIVA;PRIVADO
35559103000170;SIM;3/7/1991;MANAS LANCHES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA FERNANDES LIMA;57055000;FAROL;MACEIO;AL;ATIVA;PRIVADO
09150131000120;SIM;10/25/2007;CIRLEY BARBOSA ROLON ME;2135;EMPRESARIO INDIVIDUAL;RUA BARAO DO RIO BRANCO;79380000;CENTRO;MIRANDA;MS;ATIVA;PRIVADO
02992412000180;SIM;2/24/1999;ARBORE HOLDING EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BRIGADEIRO FARIA LIMA;01452001;JARDIM PAULISTANO;SAO PAULO;SP;ATIVA;PRIVADO
04587322000130;SIM;7/30/2001;M J DA ROCHA VASCONCELOS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOAQUIM NABUCO;55010420;DIVINOPOLIS;CARUARU;PE;ATIVA;PRIVADO
00440039000120;SIM;2/16/1995;CONDOMINIO EDIFICIO RESIDENCIAL OCEANICO;3085;CONDOMINIO EDILICIO;RUA 222;88220000;MEIA PRAIA;ITAPEMA;SC;ATIVA;PRIVADO
14859012000180;SIM;1/10/2012;DANIELA CORREA CIAMBELLI MEI;2135;EMPRESARIO INDIVIDUAL;ESTRADA BASILIO SILOTTO SITIO SAO BENTO;13930000;RAMALHADA;SERRA NEGRA;SP;ATIVA;PRIVADO
13890849000120;SIM;6/29/2011;CLEIA ROZELI ALVES SILVEIRA LANCHES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA DAS HORTENCIAS;95590000;JARDIM ATLANTICO;TRAMANDAI;RS;ATIVA;PRIVADO
07036412000120;SIM;10/14/2004;LUIZ CARLOS DE OLIVEIRA PECAS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MORANGUEIRA;87033070;JARDIM ALVORADA;MARINGA;PR;ATIVA;PRIVADO
16434395000170;SIM;7/12/2012;JOAO MARIA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA NOVE DE JULHO;06852150;PARQUE PARAISO;ITAPECERICA DA SERRA;SP;ATIVA;PRIVADO
08307756000190;SIM;9/18/2006;CENTRO DE EDUCACAO INFANTIL NOSSA SENHORA DA GLORIA;3999;ASSOCIACAO PRIVADA;RUA MARANHAO;37701025;CENTRO;POCOS DE CALDAS;MG;ATIVA;PRIVADO
05454078000280;NÃO;5/7/2009;N M C MOVEIS E COLCHOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SOLIMOES;80810070;MERCES;CURITIBA;PR;ATIVA;PRIVADO
08301843000130;SIM;9/12/2006;ALMIRO CEZAR SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE PARAIBANO;47802210;JARDIM OURO BRANCO;BARREIRAS;BA;ATIVA;PRIVADO
02258642000110;SIM;11/26/1997;FABIO SANCINETTI VISCAINO ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR NORMAN ABBUD;13563703;JARDIM ACAPULCO;SAO CARLOS;SP;ATIVA;PRIVADO
07156431000190;SIM;12/27/2004;SENIZE TEIXEIRA ALONSO ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR GETULIO VARGAS;06754030;VILA SANTA LUZIA;TABOAO DA SERRA;SP;ATIVA;PRIVADO
07649014000180;SIM;9/2/2005;ASSOCIACAO DOS IDOSOS DE NOVA IPIXUNA;3999;ASSOCIACAO PRIVADA;TRECHO VAI PARA O CEU;68585000;NOVA CANAA;NOVA IPIXUNA;PA;ATIVA;PRIVADO
15201941000160;SIM;2/15/2012;ASSOCIACAO COMUNITARIA DO SITIO GATO;3999;ASSOCIACAO PRIVADA;SITIO GATO;57540000;ZONA RURAL;MATA GRANDE;AL;ATIVA;PRIVADO
26752022000100;SIM;8/27/1991;IGREJA EVANGELICA ASSEMBLEIA DE DEUS;3220;ORGANIZACAO RELIGIOSA;AVENIDA TREZE DE MAIO;77555000;CENTRO;FATIMA;TO;ATIVA;PRIVADO
10901231000120;SIM;6/9/2009;E C DA SILVA MERCADINHO ME;2135;EMPRESARIO INDIVIDUAL;RUA COSMO SANTOS;62740000;PLANALTO;ITAPIUNA;CE;ATIVA;PRIVADO
04774829000100;SIM;11/6/2001;APARECIDO JOSE DOS SANTOS SERRALHERIA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA MARTIN LUTHER KING;87708130;VILA OPERARIA;PARANAVAI;PR;ATIVA;PRIVADO
94261500000120;SIM;9/25/1991;COENGE ENGENHARIA E CONSTRUCOES EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BORGES DE MEDEIROS;93310280;RIO BRANCO;NOVO HAMBURGO;RS;ATIVA;PRIVADO
14873695000120;SIM;1/12/2012;CARLA CRISTINA DE FREITAS OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA CHUBEI TAKAGASHI;08260100;COLONIA ZONA LESTE;SAO PAULO;SP;ATIVA;PRIVADO
10706766000140;SIM;3/17/2009;BASTOS & BASTOS TRANSPORTE ESCOLAR LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SA E SOUZA;51020060;BOA VIAGEM;RECIFE;PE;ATIVA;PRIVADO
59753715000320;NÃO;11/10/2008;J CARVALHO ENCOMENDAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PEDRO CESARIO;15355000;CENTRO;GUZOLANDIA;SP;ATIVA;PRIVADO
16526682000100;SIM;7/19/2012;RONALDO MONTEL DA COSTA MEI;2135;EMPRESARIO INDIVIDUAL;RUA NEWTON DA ROCHA;77402020;SETOR CENTRAL;GURUPI;TO;ATIVA;PRIVADO
14348068000170;SIM;8/16/2011;FERARTE COMERCIO DE PRODUTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ANA COSTA;11060002;GONZAGA;SANTOS;SP;BAIXADA;PRIVADO
57410748000260;NÃO;6/3/1988;LOTUS PECAS E ACESSORIOS BAURU LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PADRE ADOLFO;76900000;CENTRO;JI PARANA;RO;ATIVA;PRIVADO
14079554000130;SIM;8/8/2011;ROGERIO SILVA CHAGAS DE JESUS MEI;2135;EMPRESARIO INDIVIDUAL;RUA SILVEIRA MARTINS;41150000;CABULA;SALVADOR;BA;ATIVA;PRIVADO
15207536000150;SIM;3/16/2012;EDMILSON DE JESUS PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA DA SEDE;74480355;SETOR NOVO PLANALTO;GOIANIA;GO;ATIVA;PRIVADO
07701148000100;SIM;9/27/2005;R R VALE DO RIBEIRA LOCACAO DE BENS E EQUIPAMENTOS SA;2054;SOCIEDADE ANONIMA FECHADA;RODOVIA JOSE REDIS SP;11930000;SENADOR PRADO;PARIQUERA ACU;SP;ATIVA;PRIVADO
14755950000130;SIM;12/13/2011;VANESSA DE FREITAS CAMARGO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA EUROPA;79006260;JARDIM JACY;CAMPO GRANDE;MS;BAIXADA;PRIVADO
14091562000100;SIM;8/10/2011;MARLEIDE ALVES VIEIRA NOGUEIRA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA MANOEL BORBA;56460000;CENTRO;PETROLANDIA;PE;ATIVA;PRIVADO
10464049000230;NÃO;6/18/2009;ANTONIO FRANCISCO DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA DEPUTADO CARLOS LUZ;37410000;CENTRO;TRES CORACOES;MG;ATIVA;PRIVADO
04998534000100;SIM;4/8/2002;LAERTE FACHI DO CARMO ME;2135;EMPRESARIO INDIVIDUAL;RUA BARROS CASSAL;99300000;IPIRANGA;SOLEDADE;RS;ATIVA;PRIVADO
02692308000170;SIM;8/21/1998;GAYA PELUQUERIA CABELEREIROS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VASCO DA GAMA;90420110;BOM FIM;PORTO ALEGRE;RS;ATIVA;PRIVADO
10702509000130;SIM;3/2/2009;ALESSANDRO DE PAULA ALVES & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA BRIGADEIRO JOSE VICENTE FARIA LIMA;14500000;SAO BENEDITO DA CACHOEIRINHA;ITUVERAVA;SP;ATIVA;PRIVADO
11436711000120;SIM;12/10/2009;SEW CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO DE BARROS;03401001;VILA CARRO;SAO PAULO;SP;ATIVA;PRIVADO
04387840000100;SIM;4/16/2001;NATURALIS CENTRO DE ESTETICA CORPORAL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PARAIBA;30130142;FUNCIONARIOS;BELO HORIZONTE;MG;ATIVA;PRIVADO
08407596000150;SIM;10/24/2006;FIDELIDADE BAR E LANCHES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SAO JOAO CLIMACO;04255000;SAO JOAO CLIMACO;SAO PAULO;SP;ATIVA;PRIVADO
14971197000110;SIM;1/31/2012;JOSINALDO JOSE DAS NEVES MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE PEIXOTO;58428105;CENTENARIO;CAMPINA GRANDE;PB;ATIVA;PRIVADO
01667900000230;NÃO;2/16/2009;LUCIANA MARQUES DA SILVA MIGUELOPOLIS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ALVARO DA CUNHA BARROS;14530000;CENTRO;MIGUELOPOLIS;SP;ATIVA;PRIVADO
16963492000150;SIM;10/5/2012;V F DA SILVA E CIA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DA TORRE;68537000;CENTRO;CANAA DOS CARAJAS;PA;ATIVA;PRIVADO
16959131000130;SIM;10/4/2012;LEANDRO AUGUSTIN MEI;2135;EMPRESARIO INDIVIDUAL;RUA PARAIBA;83830145;ESTADOS;FAZENDA RIO GRANDE;PR;ATIVA;PRIVADO
00191367000130;SIM;9/14/1994;EDIFICIO ALANA I;3085;CONDOMINIO EDILICIO;RUA SANSAO ALVES DOS SANTOS;04571921;BROOKLIN NOVO;SAO PAULO;SP;ATIVA;PRIVADO
00188139000100;SIM;9/5/1994;LUIZ KASUMI GOTO CARAGUATATUBA ME;2135;EMPRESARIO INDIVIDUAL;RUA MARECHAL FLORIANO PEIXOTO;11673000;POIARES;CARAGUATATUBA;SP;ATIVA;PRIVADO
06541012000100;SIM;7/13/2004;INDUSTRIA DE MOVEIS DE PEDRA VENTURI SLATE EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARNO ZIMMERMANN;89176000;LIBERDADE;TROMBUDO CENTRAL;SC;ATIVA;PRIVADO
05584204000130;SIM;3/20/2003;NESTOR JUVENAL GIANOTTI TERRA DIAS ME;2135;EMPRESARIO INDIVIDUAL;RUA 1520;88330532;CENTRO;BALNEARIO CAMBORIU;SC;ATIVA;PRIVADO
00677572000100;SIM;6/29/1995;GELAO INDUSTRIA E COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA NADIME ACKEL;03563070;VILA NHOCUNE;SAO PAULO;SP;BAIXADA;PRIVADO
00519232000150;SIM;3/31/1995;NEIVALDO DA SILVA CONSTRUCOES;2135;EMPRESARIO INDIVIDUAL;CONJUNTO MADRE ESPIRITO SANTO;57200000;COHAB;PENEDO;AL;BAIXADA;PRIVADO
97543640000180;SIM;7/13/2011;RENATA CELIA DE JESUS MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA TANCREDO NEVES;78065828;BARBADO;CUIABA;MT;ATIVA;PRIVADO
12647895000210;NÃO;1/7/2011;V M P EMPREENDIMENTOS FLORESTAIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;FAZENDA PARAISO;38320000;ZONA RURAL;SANTA VITORIA;MG;ATIVA;PRIVADO
00619523000200;NÃO;12/27/2004;UNIVERSAL UNICA DO CAJU LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA CE 354;62795000;BOUQUEIRAO;BARREIRA;CE;ATIVA;PRIVADO
02424803000280;NÃO;6/3/1998;CONFECCOES FOFA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA AUGUSTO DE LIMA;30190002;BARRO PRETO;BELO HORIZONTE;MG;ATIVA;PRIVADO
03596968000110;SIM;1/11/2000;CORREIA DA SILVA ADVOGADOS;2232;SOCIEDADE SIMPLES PURA;AVENIDA ANGELICA;01228200;CONSOLACAO;SAO PAULO;SP;ATIVA;PRIVADO
05782382002110;NÃO;6/1/2010;CREDFORT EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;TRAVESSA DOCA SERENO;65760000;CENTRO;PRESIDENTE DUTRA;MA;ATIVA;PRIVADO
03564370000140;SIM;12/16/1999;WILSON J SANTOS REFRIGERACAO E INSTALACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CAROLINA GUEDES;05133160;PARQUE MARIA DOMITILA;SAO PAULO;SP;ATIVA;PRIVADO
16618204000120;SIM;8/1/2012;LUCIANA MARIA CUNHA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DO RADIALISTA;38413159;PLANALTO;UBERLANDIA;MG;ATIVA;PRIVADO
15470861000100;SIM;5/4/2012;MARIA DA CONCEICAO DE ASSIS MACIEL MEI;2135;EMPRESARIO INDIVIDUAL;RUA LEONARDO MONTE ALVES;62500000;URBANO BARROSO;ITAPIPOCA;CE;ATIVA;PRIVADO
06788464000190;SIM;5/18/2004;FAUSTO LOPEZ LOPEZ ME;2135;EMPRESARIO INDIVIDUAL;RUA ALAMEDA VILA VERDE;79900000;CENTRO;PONTA PORA;MS;ATIVA;PRIVADO
15803634000150;SIM;6/28/2012;MAIARA ROMA ANDRADE;2135;EMPRESARIO INDIVIDUAL;PRACA MACARIO BARRETO;44090288;TOMBA;FEIRA DE SANTANA;BA;ATIVA;PRIVADO
15807619000180;SIM;6/28/2012;CARLA ROBERTA SOARES DE LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE TAVARES DE ALMEIDA;68905741;PERPETUO SOCORRO;MACAPA;AP;ATIVA;PRIVADO
15330770000170;SIM;4/9/2012;EDSON JOSE JACONI MEI;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO DE TOLEDO;15840000;CENTRO;ITAJOBI;SP;ATIVA;PRIVADO
01273726000160;SIM;6/12/1996;STARTEC SERVICOS TECNICOS LTDA;2240;SOCIEDADE SIMPLES LIMITADA;AVENIDA SANTO ANTONIO;06086065;BELA VISTA;OSASCO;SP;ATIVA;PRIVADO
01820776000110;SIM;4/24/1997;CONDOMINIO EDIFICIO FLAMBOYANT;3085;CONDOMINIO EDILICIO;RUA CAMELIAS;31910485;NOVA SUISSA;BELO HORIZONTE;MG;ATIVA;PRIVADO
